Data As Of,Start Date,End Date,Group,Year,Month,State,Sex,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,All Sexes,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,All Sexes,1-4 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,All Sexes,5-14 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,All Sexes,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,All Sexes,18-29 years,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,All Sexes,25-34 years,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,All Sexes,30-39 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,All Sexes,35-44 years,0,11,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,All Sexes,40-49 years,,23,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,All Sexes,45-54 years,,40,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,All Sexes,50-64 years,13,160,11,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,All Sexes,55-64 years,,134,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,All Sexes,65-74 years,18,232,21,,0,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,All Sexes,75-84 years,12,256,21,,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,All Sexes,85 years and over,11,300,17,,0,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Male,All Ages,34,492,40,13,0,61,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Male,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Male,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Male,1-4 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Male,5-14 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Male,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Male,18-29 years,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Male,25-34 years,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Male,30-39 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Male,35-44 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Male,40-49 years,,13,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Male,45-54 years,,20,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Male,50-64 years,,85,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Male,55-64 years,,74,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Male,65-74 years,,126,11,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Male,75-84 years,,136,12,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Male,85 years and over,,124,,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Female,All Ages,22,492,34,14,0,42,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Female,Under 1 year,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Female,0-17 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Female,1-4 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Female,5-14 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Female,18-29 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Female,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Female,30-39 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Female,35-44 years,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Female,40-49 years,0,10,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Female,45-54 years,0,20,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Female,50-64 years,,75,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Female,55-64 years,,60,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Female,65-74 years,,106,10,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Female,75-84 years,,120,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Missouri,Female,85 years and over,,176,,,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,All Sexes,All Ages,,95,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,All Sexes,Under 1 year,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,All Sexes,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,All Sexes,1-4 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,All Sexes,5-14 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,All Sexes,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,All Sexes,18-29 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,All Sexes,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,All Sexes,30-39 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,All Sexes,35-44 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,All Sexes,40-49 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,All Sexes,45-54 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,All Sexes,50-64 years,,14,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,All Sexes,55-64 years,,11,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,All Sexes,65-74 years,,22,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,All Sexes,75-84 years,,24,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,All Sexes,85 years and over,,31,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,Male,All Ages,,52,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,Male,Under 1 year,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,Male,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,Male,1-4 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,Male,5-14 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,Male,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,Male,18-29 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,Male,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,Male,30-39 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,Male,35-44 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,Male,40-49 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,Male,45-54 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,Male,50-64 years,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,Male,55-64 years,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,Male,65-74 years,0,15,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,Male,75-84 years,,12,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,Male,85 years and over,,15,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,Female,All Ages,,43,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,Female,Under 1 year,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,Female,0-17 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,Female,1-4 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,Female,5-14 years,0,0,0,0,0,0,
03/17/2021,03/01/2021,03/13/2021,By Month,2021,3,Montana,Female,15-24 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
